,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
90,sweet cream cap,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
91,root beer o,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
92,pom,"MannwhitneyuResult(statistic=150.0, pvalue=0.27394757563017036)","MannwhitneyuResult(statistic=87.5, pvalue=0.14163103073885852)","MannwhitneyuResult(statistic=122.5, pvalue=0.20978095926362761)","MannwhitneyuResult(statistic=22.5, pvalue=0.059626632505865793)","MannwhitneyuResult(statistic=57.5, pvalue=0.097263752661163938)","MannwhitneyuResult(statistic=64.5, pvalue=0.10662887801361087)"
93,cap vanilla bean ice,"MannwhitneyuResult(statistic=8.5, pvalue=0.048077410207386095)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=9.0, pvalue=0.04851608715619965)","MannwhitneyuResult(statistic=117.0, pvalue=0.19810314294775322)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
94,reven,"MannwhitneyuResult(statistic=43.0, pvalue=0.080063807774772955)","MannwhitneyuResult(statistic=39.5, pvalue=0.075720723649266894)","MannwhitneyuResult(statistic=40.5, pvalue=0.077383725326750391)","MannwhitneyuResult(statistic=48.0, pvalue=0.085897162522610038)","MannwhitneyuResult(statistic=212.5, pvalue=0.4476462745314666)","MannwhitneyuResult(statistic=219.5, pvalue=0.46852976502531135)"
95,inw biscuit,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=70.0, pvalue=0.11482022230782535)","MannwhitneyuResult(statistic=15.5, pvalue=0.053351561250241736)","MannwhitneyuResult(statistic=22.5, pvalue=0.059315500517227393)"
96,hard candy,"MannwhitneyuResult(statistic=177.5, pvalue=0.34665910617741524)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=165.5, pvalue=0.31408233799270879)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=213.5, pvalue=0.45062189874666464)","MannwhitneyuResult(statistic=206.5, pvalue=0.42985841709635031)"
97,strawberry del,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
98,blue raspberry ca,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=189.5, pvalue=0.38019577167925478)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=117.0, pvalue=0.19810314294775322)","MannwhitneyuResult(statistic=87.5, pvalue=0.14193072469791396)","MannwhitneyuResult(statistic=94.5, pvalue=0.15409174706634449)"
99,ry double,"MannwhitneyuResult(statistic=129.5, pvalue=0.22515407344031046)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=151.5, pvalue=0.27778635571330001)","MannwhitneyuResult(statistic=82.5, pvalue=0.1340531394492458)","MannwhitneyuResult(statistic=100.5, pvalue=0.16504909501323817)","MannwhitneyuResult(statistic=93.5, pvalue=0.15231379384650673)"
100,menthol liquid,"MannwhitneyuResult(statistic=194.5, pvalue=0.39486653905468783)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=225.0, pvalue=0.4850258817184312)","MannwhitneyuResult(statistic=135.0, pvalue=0.23784159354149037)","MannwhitneyuResult(statistic=116.5, pvalue=0.19666697519988557)","MannwhitneyuResult(statistic=109.5, pvalue=0.18240680783664837)"
101,coconut diy,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=93.0, pvalue=0.15183205707233499)","MannwhitneyuResult(statistic=15.5, pvalue=0.053351561250241736)","MannwhitneyuResult(statistic=22.5, pvalue=0.059315500517227393)"
102,freckled lemonade,"MannwhitneyuResult(statistic=177.5, pvalue=0.34665910617741524)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=165.5, pvalue=0.31408233799270879)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=213.5, pvalue=0.45062189874666464)","MannwhitneyuResult(statistic=206.5, pvalue=0.42985841709635031)"
103,raspberry w,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=189.5, pvalue=0.38019577167925478)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=78.0, pvalue=0.12688892242314281)","MannwhitneyuResult(statistic=15.5, pvalue=0.053351561250241736)","MannwhitneyuResult(statistic=22.5, pvalue=0.059315500517227393)"
104,rice pudding,"MannwhitneyuResult(statistic=150.0, pvalue=0.27394757563017036)","MannwhitneyuResult(statistic=189.5, pvalue=0.38019577167925478)","MannwhitneyuResult(statistic=174.5, pvalue=0.33843759536415913)","MannwhitneyuResult(statistic=103.0, pvalue=0.17016346954574774)","MannwhitneyuResult(statistic=103.5, pvalue=0.17071222463234054)","MannwhitneyuResult(statistic=96.5, pvalue=0.15768963866951519)"
105,em sweetener,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
106,yoghurt,"MannwhitneyuResult(statistic=224.5, pvalue=0.48352316641704329)","MannwhitneyuResult(statistic=159.0, pvalue=0.29645349906502572)","MannwhitneyuResult(statistic=193.0, pvalue=0.39057502746749262)","MannwhitneyuResult(statistic=52.0, pvalue=0.090704570042227983)","MannwhitneyuResult(statistic=66.0, pvalue=0.10871695146134303)","MannwhitneyuResult(statistic=73.0, pvalue=0.11885379969950505)"
107,tfa strawberry ripe,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=187.5, pvalue=0.37482814016023475)","MannwhitneyuResult(statistic=209.5, pvalue=0.43873701389297437)","MannwhitneyuResult(statistic=216.5, pvalue=0.4595656742973005)"
108,capella blueberry,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=93.0, pvalue=0.15183205707233499)","MannwhitneyuResult(statistic=15.5, pvalue=0.053351561250241736)","MannwhitneyuResult(statistic=22.5, pvalue=0.059315500517227393)"
109,smooth,"MannwhitneyuResult(statistic=24.5, pvalue=0.061342105137499485)","MannwhitneyuResult(statistic=20.5, pvalue=0.057337052041251897)","MannwhitneyuResult(statistic=21.5, pvalue=0.058726217931808586)","MannwhitneyuResult(statistic=33.5, pvalue=0.07006228917692231)","MannwhitneyuResult(statistic=195.5, pvalue=0.39764006296866583)","MannwhitneyuResult(statistic=202.5, pvalue=0.41807671597399132)"
110,vanilla bourbon,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=78.0, pvalue=0.12688892242314281)","MannwhitneyuResult(statistic=39.0, pvalue=0.075439563492456979)","MannwhitneyuResult(statistic=46.0, pvalue=0.083211536183573853)"
111,tfa sweet cream,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=214.0, pvalue=0.4521904594167665)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
112,coconut rum,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
113,menthol crystal,"MannwhitneyuResult(statistic=177.5, pvalue=0.34665910617741524)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=190.5, pvalue=0.38339703248152046)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
114,cake yellow,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=214.0, pvalue=0.4521904594167665)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
115,vanilla bean i,"MannwhitneyuResult(statistic=174.5, pvalue=0.33838088800616561)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=200.5, pvalue=0.41234934263378487)","MannwhitneyuResult(statistic=131.5, pvalue=0.22978935102696224)","MannwhitneyuResult(statistic=150.0, pvalue=0.27370454830987401)","MannwhitneyuResult(statistic=143.0, pvalue=0.25646211444667882)"
116,toasted almond,"MannwhitneyuResult(statistic=212.0, pvalue=0.44622413706817127)","MannwhitneyuResult(statistic=151.0, pvalue=0.27596586541603818)","MannwhitneyuResult(statistic=193.0, pvalue=0.39057502746749262)","MannwhitneyuResult(statistic=39.0, pvalue=0.075781349309938656)","MannwhitneyuResult(statistic=52.0, pvalue=0.090339925223847817)","MannwhitneyuResult(statistic=59.0, pvalue=0.099217937961063152)"
117,key lime,"MannwhitneyuResult(statistic=76.5, pvalue=0.12445342670170112)","MannwhitneyuResult(statistic=74.5, pvalue=0.1208175295302264)","MannwhitneyuResult(statistic=82.5, pvalue=0.13403283197313259)","MannwhitneyuResult(statistic=71.0, pvalue=0.11628273516277848)","MannwhitneyuResult(statistic=224.0, pvalue=0.48200442335737675)","MannwhitneyuResult(statistic=230.0, pvalue=0.5)"
118,blackberry lemonade,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=117.0, pvalue=0.19810314294775322)","MannwhitneyuResult(statistic=66.0, pvalue=0.10871695146134303)","MannwhitneyuResult(statistic=73.0, pvalue=0.11885379969950505)"
119,ygt,"MannwhitneyuResult(statistic=29.0, pvalue=0.065542522338635056)","MannwhitneyuResult(statistic=208.5, pvalue=0.43569410658169277)","MannwhitneyuResult(statistic=165.5, pvalue=0.31408233799270879)","MannwhitneyuResult(statistic=57.5, pvalue=0.09763659613535941)","MannwhitneyuResult(statistic=15.5, pvalue=0.053351561250241736)","MannwhitneyuResult(statistic=22.5, pvalue=0.059315500517227393)"
120,salted caramel,"MannwhitneyuResult(statistic=209.5, pvalue=0.43881075413133253)","MannwhitneyuResult(statistic=224.0, pvalue=0.48198196885981526)","MannwhitneyuResult(statistic=217.5, pvalue=0.4626108230899777)","MannwhitneyuResult(statistic=173.5, pvalue=0.33570863264666428)","MannwhitneyuResult(statistic=213.5, pvalue=0.45062189874666464)","MannwhitneyuResult(statistic=206.5, pvalue=0.42985841709635031)"
121,peanut butter cup,"MannwhitneyuResult(statistic=69.5, pvalue=0.11398803992645351)","MannwhitneyuResult(statistic=59.5, pvalue=0.099595606629508393)","MannwhitneyuResult(statistic=69.0, pvalue=0.1133515613876554)","MannwhitneyuResult(statistic=77.5, pvalue=0.12610994531567343)","MannwhitneyuResult(statistic=199.0, pvalue=0.40782703255165637)","MannwhitneyuResult(statistic=206.0, pvalue=0.42838233590439312)"
122,grapefruit,"MannwhitneyuResult(statistic=141.5, pvalue=0.25310075222567097)","MannwhitneyuResult(statistic=151.0, pvalue=0.27596586541603818)","MannwhitneyuResult(statistic=148.0, pvalue=0.26904277582273944)","MannwhitneyuResult(statistic=119.5, pvalue=0.20337193553307287)","MannwhitneyuResult(statistic=222.5, pvalue=0.47750982258140251)","MannwhitneyuResult(statistic=215.5, pvalue=0.45658200204358729)"
123,cotton candy,"MannwhitneyuResult(statistic=137.5, pvalue=0.24358723706487495)","MannwhitneyuResult(statistic=90.0, pvalue=0.14589674877438535)","MannwhitneyuResult(statistic=119.5, pvalue=0.20335205348446589)","MannwhitneyuResult(statistic=25.5, pvalue=0.062343847103617268)","MannwhitneyuResult(statistic=82.5, pvalue=0.13365326076271944)","MannwhitneyuResult(statistic=89.5, pvalue=0.14533736903825067)"
124,tfa vanilla swirl,"MannwhitneyuResult(statistic=197.0, pvalue=0.40211414820821867)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=173.5, pvalue=0.33570863264666428)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
125,lemon lime,"MannwhitneyuResult(statistic=212.0, pvalue=0.44622413706817127)","MannwhitneyuResult(statistic=180.0, pvalue=0.35327315027634221)","MannwhitneyuResult(statistic=211.5, pvalue=0.44476049007133933)","MannwhitneyuResult(statistic=70.0, pvalue=0.11482022230782535)","MannwhitneyuResult(statistic=79.5, pvalue=0.12884903832919986)","MannwhitneyuResult(statistic=86.5, pvalue=0.14024828429509795)"
126,american red,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
127,blueraspberry,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=78.0, pvalue=0.12688892242314281)","MannwhitneyuResult(statistic=39.0, pvalue=0.075439563492456979)","MannwhitneyuResult(statistic=46.0, pvalue=0.083211536183573853)"
128,la cream cheese icing,"MannwhitneyuResult(statistic=177.5, pvalue=0.34665910617741524)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=190.5, pvalue=0.38339703248152046)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
129,d yogurt,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=224.0, pvalue=0.48198196885981526)","MannwhitneyuResult(statistic=189.0, pvalue=0.3790956231358627)","MannwhitneyuResult(statistic=93.0, pvalue=0.15183205707233499)","MannwhitneyuResult(statistic=79.5, pvalue=0.12884903832919986)","MannwhitneyuResult(statistic=86.5, pvalue=0.14024828429509795)"
130,whipped cream,"MannwhitneyuResult(statistic=92.5, pvalue=0.15084283179384556)","MannwhitneyuResult(statistic=170.5, pvalue=0.32706437225733653)","MannwhitneyuResult(statistic=104.5, pvalue=0.17300994241956402)","MannwhitneyuResult(statistic=56.5, pvalue=0.096348394397956727)","MannwhitneyuResult(statistic=108.0, pvalue=0.17943726512999292)","MannwhitneyuResult(statistic=101.0, pvalue=0.16598439848407431)"
131,cinnamon roll,"MannwhitneyuResult(statistic=51.5, pvalue=0.089993506704673265)","MannwhitneyuResult(statistic=112.0, pvalue=0.18712623275197476)","MannwhitneyuResult(statistic=62.5, pvalue=0.10424987963904192)","MannwhitneyuResult(statistic=32.5, pvalue=0.069059087837686717)","MannwhitneyuResult(statistic=99.5, pvalue=0.16318871629823456)","MannwhitneyuResult(statistic=92.5, pvalue=0.1505491908816991)"
132,coconut ext,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=19.0, pvalue=0.056559458927728457)","MannwhitneyuResult(statistic=187.5, pvalue=0.37482814016023475)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
133,vienna cream,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=214.0, pvalue=0.4521904594167665)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
134,spearmint,"MannwhitneyuResult(statistic=98.5, pvalue=0.16163590758204927)","MannwhitneyuResult(statistic=88.5, pvalue=0.14332707564886787)","MannwhitneyuResult(statistic=97.5, pvalue=0.15989290463704331)","MannwhitneyuResult(statistic=82.5, pvalue=0.1340531394492458)","MannwhitneyuResult(statistic=219.5, pvalue=0.46852976502531135)","MannwhitneyuResult(statistic=226.5, pvalue=0.48950023093284839)"
135,papa smurf,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=180.0, pvalue=0.35327315027634221)","MannwhitneyuResult(statistic=223.0, pvalue=0.47904093348955967)","MannwhitneyuResult(statistic=46.0, pvalue=0.083565832895164394)","MannwhitneyuResult(statistic=33.5, pvalue=0.069731231371719757)","MannwhitneyuResult(statistic=40.5, pvalue=0.07705669131092896)"
136,fruity,"MannwhitneyuResult(statistic=33.5, pvalue=0.069971779545968713)","MannwhitneyuResult(statistic=13.5, pvalue=0.051525636706909482)","MannwhitneyuResult(statistic=24.5, pvalue=0.061411664297085555)","MannwhitneyuResult(statistic=3.5, pvalue=0.044512061678863443)","MannwhitneyuResult(statistic=74.5, pvalue=0.12111090548389264)","MannwhitneyuResult(statistic=81.5, pvalue=0.13203836643281663)"
137,tart sour,"MannwhitneyuResult(statistic=152.0, pvalue=0.27897170442989649)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=171.0, pvalue=0.32862417541443972)","MannwhitneyuResult(statistic=164.0, pvalue=0.30982035666225127)"
138,blood orange,"MannwhitneyuResult(statistic=124.0, pvalue=0.21295369758011651)","MannwhitneyuResult(statistic=101.0, pvalue=0.16568310200705388)","MannwhitneyuResult(statistic=119.5, pvalue=0.20335205348446589)","MannwhitneyuResult(statistic=147.5, pvalue=0.26782225093493606)","MannwhitneyuResult(statistic=187.0, pvalue=0.37320173250353145)","MannwhitneyuResult(statistic=194.0, pvalue=0.39329505230010431)"
139,strawberry capella,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
140,peanut butter,"MannwhitneyuResult(statistic=8.5, pvalue=0.048077435594869961)","MannwhitneyuResult(statistic=7.5, pvalue=0.046926175088621971)","MannwhitneyuResult(statistic=8.5, pvalue=0.048139271754707981)","MannwhitneyuResult(statistic=11.5, pvalue=0.050450223291779665)","MannwhitneyuResult(statistic=203.5, pvalue=0.4210157696832143)","MannwhitneyuResult(statistic=210.5, pvalue=0.4417035660600005)"
141,yuko,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=165.5, pvalue=0.31408233799270879)","MannwhitneyuResult(statistic=93.0, pvalue=0.15183205707233499)","MannwhitneyuResult(statistic=66.0, pvalue=0.10871695146134303)","MannwhitneyuResult(statistic=73.0, pvalue=0.11885379969950505)"
142,malted milk,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=92.5, pvalue=0.15093028905534833)","MannwhitneyuResult(statistic=117.0, pvalue=0.19810314294775322)","MannwhitneyuResult(statistic=66.0, pvalue=0.10871695146134303)","MannwhitneyuResult(statistic=73.0, pvalue=0.11885379969950505)"
143,white chocola,"MannwhitneyuResult(statistic=3.5, pvalue=0.044439116748388227)","MannwhitneyuResult(statistic=2.5, pvalue=0.04335007891079766)","MannwhitneyuResult(statistic=3.5, pvalue=0.044498477990617201)","MannwhitneyuResult(statistic=79.5, pvalue=0.1292469536195569)","MannwhitneyuResult(statistic=43.0, pvalue=0.079810109568805909)","MannwhitneyuResult(statistic=50.0, pvalue=0.08791511506303451)"
144,peanut butter cookie,"MannwhitneyuResult(statistic=181.0, pvalue=0.35641358751199681)","MannwhitneyuResult(statistic=153.5, pvalue=0.28228652515609587)","MannwhitneyuResult(statistic=211.5, pvalue=0.44476049007133933)","MannwhitneyuResult(statistic=127.0, pvalue=0.21966437102936853)","MannwhitneyuResult(statistic=112.0, pvalue=0.18742387687369838)","MannwhitneyuResult(statistic=105.0, pvalue=0.17358992248405775)"
145,reunite,"MannwhitneyuResult(statistic=64.0, pvalue=0.10621307251122042)","MannwhitneyuResult(statistic=110.5, pvalue=0.18409938436902679)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=154.5, pvalue=0.28539881111354404)","MannwhitneyuResult(statistic=148.0, pvalue=0.26871458759562217)","MannwhitneyuResult(statistic=155.0, pvalue=0.28635676677596389)"
146,caramel c,"MannwhitneyuResult(statistic=116.0, pvalue=0.19591423967052218)","MannwhitneyuResult(statistic=159.0, pvalue=0.29645349906502572)","MannwhitneyuResult(statistic=126.5, pvalue=0.2185360689782182)","MannwhitneyuResult(statistic=78.5, pvalue=0.1276717519284693)","MannwhitneyuResult(statistic=147.5, pvalue=0.26748127753839435)","MannwhitneyuResult(statistic=140.5, pvalue=0.25044418856804651)"
147,banana cr,"MannwhitneyuResult(statistic=101.0, pvalue=0.16627808968950797)","MannwhitneyuResult(statistic=125.0, pvalue=0.21457510303512234)","MannwhitneyuResult(statistic=103.5, pvalue=0.17109521729868643)","MannwhitneyuResult(statistic=65.0, pvalue=0.10770524919765767)","MannwhitneyuResult(statistic=156.5, pvalue=0.2902127844943847)","MannwhitneyuResult(statistic=149.5, pvalue=0.27245419534643145)"
148,blue raspberry cotton candy,"MannwhitneyuResult(statistic=197.0, pvalue=0.40211414820821867)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=146.5, pvalue=0.26533710413293032)","MannwhitneyuResult(statistic=173.5, pvalue=0.33570863264666428)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
149,tiramisu,"MannwhitneyuResult(statistic=88.5, pvalue=0.14392020015188384)","MannwhitneyuResult(statistic=73.5, pvalue=0.11931067774971188)","MannwhitneyuResult(statistic=86.0, pvalue=0.13979343865145094)","MannwhitneyuResult(statistic=97.5, pvalue=0.15991343965522042)","MannwhitneyuResult(statistic=197.5, pvalue=0.40345312414716566)","MannwhitneyuResult(statistic=204.5, pvalue=0.42395923178664663)"
150,root beer,"MannwhitneyuResult(statistic=30.5, pvalue=0.066997073795725684)","MannwhitneyuResult(statistic=134.5, pvalue=0.2360359937932352)","MannwhitneyuResult(statistic=37.5, pvalue=0.074170248560187918)","MannwhitneyuResult(statistic=15.5, pvalue=0.053647453659529304)","MannwhitneyuResult(statistic=87.5, pvalue=0.14193104891553115)","MannwhitneyuResult(statistic=80.5, pvalue=0.13043697881186334)"
151,cinnamon sugar cookie,"MannwhitneyuResult(statistic=217.0, pvalue=0.46110550832758235)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=202.0, pvalue=0.41673906885689366)","MannwhitneyuResult(statistic=140.5, pvalue=0.25080173060558653)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
152,cap harvest berry,"MannwhitneyuResult(statistic=110.0, pvalue=0.18368115921145795)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=50.5, pvalue=0.088848788920155852)","MannwhitneyuResult(statistic=217.0, pvalue=0.46112216932796257)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
153,cheesecake graham crust,"MannwhitneyuResult(statistic=177.5, pvalue=0.34665910617741524)","MannwhitneyuResult(statistic=48.5, pvalue=0.085837400168201294)","MannwhitneyuResult(statistic=121.0, pvalue=0.20654795332543918)","MannwhitneyuResult(statistic=190.5, pvalue=0.38339703248152046)","MannwhitneyuResult(statistic=48.0, pvalue=0.085519016284761329)","MannwhitneyuResult(statistic=41.0, pvalue=0.077582081214595491)"
154,rice krispy,"MannwhitneyuResult(statistic=224.5, pvalue=0.48352316641704329)","MannwhitneyuResult(statistic=217.0, pvalue=0.46100944157070689)","MannwhitneyuResult(statistic=214.5, pvalue=0.45367396502355389)","MannwhitneyuResult(statistic=214.0, pvalue=0.4521904594167665)","MannwhitneyuResult(statistic=228.5, pvalue=0.49549967478944545)","MannwhitneyuResult(statistic=225.5, pvalue=0.48650131479447584)"
