,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
55,apple pie,"RanksumsResult(statistic=-1.2210799063842088, pvalue=0.2220557667984282)","RanksumsResult(statistic=-1.2060512306133262, pvalue=0.22779773759521793)","RanksumsResult(statistic=-1.1759938790715612, pvalue=0.2395973220187213)","RanksumsResult(statistic=-1.3262806367803868, pvalue=0.18474675815342745)","RanksumsResult(statistic=-0.19912995396419406, pvalue=0.84216109053312527)","RanksumsResult(statistic=0.25173031916228306, pvalue=0.80124952017754503)"
56,cappuccino,"RanksumsResult(statistic=-0.95056374250832254, pvalue=0.34182588154325177)","RanksumsResult(statistic=-0.7101049301742014, pvalue=0.47763906924447908)","RanksumsResult(statistic=-0.89420620836751286, pvalue=0.37121157111537384)","RanksumsResult(statistic=-1.198536892727885, pvalue=0.23070806941977717)","RanksumsResult(statistic=-0.58611835506442023, pvalue=0.55779598239398887)","RanksumsResult(statistic=0.6387187202625092, pvalue=0.52300593217022195)"
57,meringue,"RanksumsResult(statistic=-1.0520073039617799, pvalue=0.29279619859405071)","RanksumsResult(statistic=-1.2436229200405327, pvalue=0.21363837658583074)","RanksumsResult(statistic=-1.0745503176181037, pvalue=0.28257610544505252)","RanksumsResult(statistic=1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=0.78524830902861431, pvalue=0.43230799631545425)","RanksumsResult(statistic=-0.73264794383052523, pvalue=0.46377318139895829)"
58,jackfruit,"RanksumsResult(statistic=0.18785844713603211, pvalue=0.8509876171077333)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-0.75143378854412846, pvalue=0.45239163437948571)","RanksumsResult(statistic=0.80403415374221743, pvalue=0.42137725055784425)"
59,e cardamom,"RanksumsResult(statistic=0.075143378854412843, pvalue=0.94010063403101307)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=0.48843196255368349, pvalue=0.62524390684807385)"
60,pecan,"RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)","RanksumsResult(statistic=-1.2999804541813422, pvalue=0.19360766833517884)","RanksumsResult(statistic=-1.2135655684987674, pvalue=0.22491366188775952)","RanksumsResult(statistic=-0.95056374250832254, pvalue=0.34182588154325177)","RanksumsResult(statistic=0.37947406321478488, pvalue=0.70433586110511537)","RanksumsResult(statistic=-0.32687369801669591, pvalue=0.74376341523199208)"
61,capella ca,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
62,strawberry d,"RanksumsResult(statistic=-1.1947797237851643, pvalue=0.23217310434381333)","RanksumsResult(statistic=-0.48843196255368349, pvalue=0.62524390684807385)","RanksumsResult(statistic=-1.0557644729045006, pvalue=0.2910758331898472)","RanksumsResult(statistic=-1.3751238330357551, pvalue=0.16909305669221186)","RanksumsResult(statistic=-1.0181927834772941, pvalue=0.30858634829744669)","RanksumsResult(statistic=1.070793148675383, pvalue=0.2842624482198477)"
63,e lemonade,"RanksumsResult(statistic=-0.43583159735559451, pvalue=0.66295891687628861)","RanksumsResult(statistic=-0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.49218913149640414, pvalue=0.62258564699711494)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=0.80779132268493814, pvalue=0.419210721220584)","RanksumsResult(statistic=-0.75519095748684917, pvalue=0.45013441349304983)"
64,bubble,"RanksumsResult(statistic=-1.1196363449307514, pvalue=0.26286876099559175)","RanksumsResult(statistic=-1.3638523262075932, pvalue=0.17261404776040323)","RanksumsResult(statistic=-1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=1.5892824627708317, pvalue=0.11199663625104254)","RanksumsResult(statistic=1.0257071213627353, pvalue=0.30502965660565862)","RanksumsResult(statistic=-0.97310675616464637, pvalue=0.33050024654187338)"
65,tfa blueberry extra,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
66,french vanilla,"RanksumsResult(statistic=-1.0031641077064115, pvalue=0.31578168749920055)","RanksumsResult(statistic=-0.96934958722192577, pvalue=0.33237079609483999)","RanksumsResult(statistic=-0.9956497698209702, pvalue=0.31942034372055605)","RanksumsResult(statistic=-1.2098083995560469, pvalue=0.22635242239222819)","RanksumsResult(statistic=-0.27427333281860689, pvalue=0.78387457632922763)","RanksumsResult(statistic=0.32687369801669591, pvalue=0.74376341523199208)"
67,maraschino cherry,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
68,yellow e,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)"
69,mocha,"RanksumsResult(statistic=-0.64623305814795051, pvalue=0.51812843338104253)","RanksumsResult(statistic=-0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.62744721343434728, pvalue=0.53036612752850409)","RanksumsResult(statistic=-0.72889077488780463, pvalue=0.46606847824085318)","RanksumsResult(statistic=0.093929223568016057, pvalue=0.92516537940628862)","RanksumsResult(statistic=-0.041328858369927064, pvalue=0.96703372706662061)"
70,raspberry g,"RanksumsResult(statistic=-0.018785844713603211, pvalue=0.98501194611381815)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=-0.60866136872074406, pvalue=0.5427489181056826)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
71,cheesecake,"RanksumsResult(statistic=-1.5291677596873015, pvalue=0.1262228608783805)","RanksumsResult(statistic=-1.3112519610095041, pvalue=0.18977265252156517)","RanksumsResult(statistic=-1.491596070260095, pvalue=0.13580506902673153)","RanksumsResult(statistic=-1.6268541521980382, pvalue=0.10376807731288848)","RanksumsResult(statistic=-0.86039168788302711, pvalue=0.38957316621481042)","RanksumsResult(statistic=0.91299205308111608, pvalue=0.36124672112586154)"
72,ethyl maltol,"RanksumsResult(statistic=-0.86790602576846843, pvalue=0.38544577994675422)","RanksumsResult(statistic=-1.2173227374414881, pvalue=0.22348144657309965)","RanksumsResult(statistic=-1.0031641077064115, pvalue=0.31578168749920055)","RanksumsResult(statistic=1.5441964354581841, pvalue=0.12254075212573348)","RanksumsResult(statistic=1.1647223722433993, pvalue=0.24413139004305384)","RanksumsResult(statistic=-1.1121220070453102, pvalue=0.26608569576141228)"
73,cream,"RanksumsResult(statistic=-1.6944831931670097, pvalue=0.090173502727059429)","RanksumsResult(statistic=-1.6043111385417144, pvalue=0.10864548710877342)","RanksumsResult(statistic=-1.6569115037398032, pvalue=0.097537368239831473)","RanksumsResult(statistic=-1.7095118689378923, pvalue=0.087356175076945861)","RanksumsResult(statistic=-0.52976082092361054, pvalue=0.59627777263021897)","RanksumsResult(statistic=0.58236118612169963, pvalue=0.56032341988031598)"
74,jamaican rum,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
75,strawberry ripe,"RanksumsResult(statistic=-1.0294642903054561, pvalue=0.30326155183502146)","RanksumsResult(statistic=-0.80779132268493814, pvalue=0.419210721220584)","RanksumsResult(statistic=-0.988135431935529, pvalue=0.32308632505221524)","RanksumsResult(statistic=-1.2624087647541358, pvalue=0.20680173698720938)","RanksumsResult(statistic=-0.59738986189258214, pvalue=0.55024712082239779)","RanksumsResult(statistic=0.64999022709067111, pvalue=0.51569853439095348)"
76,after dark,"RanksumsResult(statistic=-0.22167296762051791, pvalue=0.82456847529377131)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.10520073039617799, pvalue=0.91621653116747848)","RanksumsResult(statistic=-0.53351798986633125, pvalue=0.59367506127713721)","RanksumsResult(statistic=-0.29681634647493077, pvalue=0.76660672489641046)","RanksumsResult(statistic=0.34941671167301974, pvalue=0.72677648893850144)"
77,waffle,"RanksumsResult(statistic=-1.6268541521980382, pvalue=0.10376807731288848)","RanksumsResult(statistic=-1.5517107733436253, pvalue=0.12073144373983198)","RanksumsResult(statistic=-1.6043111385417144, pvalue=0.10864548710877342)","RanksumsResult(statistic=-1.6794545173961271, pvalue=0.093063495938260465)","RanksumsResult(statistic=-0.55230383457993448, pvalue=0.5807402038511329)","RanksumsResult(statistic=0.60490419977802345, pvalue=0.54524265247860115)"
78,graham cracker clear,"RanksumsResult(statistic=0.18785844713603211, pvalue=0.8509876171077333)","RanksumsResult(statistic=-0.086414885682574771, pvalue=0.93113661413138293)","RanksumsResult(statistic=0.0976863925107367, pvalue=0.92218132107679607)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
79,apple candy,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.3751238330357551, pvalue=0.16909305669221186)","RanksumsResult(statistic=-1.3225234678376661, pvalue=0.18599390001912186)"
80,fuji apple,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=-0.32687369801669591, pvalue=0.74376341523199208)","RanksumsResult(statistic=0.0976863925107367, pvalue=0.92218132107679607)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=1.4352385361192854, pvalue=0.15121913580096258)","RanksumsResult(statistic=-1.3826381709211963, pvalue=0.16677583882090863)"
81,yellow cupcake,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
82,ccls,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=-0.19912995396419406, pvalue=0.84216109053312527)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
83,blueberry lemonade,"RanksumsResult(statistic=-1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=-1.0520073039617799, pvalue=0.29279619859405071)","RanksumsResult(statistic=-1.2473800889832534, pvalue=0.21225816376431805)","RanksumsResult(statistic=-1.4314813671765647, pvalue=0.15229230337532917)","RanksumsResult(statistic=-0.78524830902861431, pvalue=0.43230799631545425)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)"
84,cherry blossom,"RanksumsResult(statistic=-0.49218913149640414, pvalue=0.62258564699711494)","RanksumsResult(statistic=-0.19912995396419406, pvalue=0.84216109053312527)","RanksumsResult(statistic=-0.34190237378757848, pvalue=0.73242436315557513)","RanksumsResult(statistic=-0.77397680220045229, pvalue=0.43894450964389908)","RanksumsResult(statistic=-0.36068821850118166, pvalue=0.71833253296284161)","RanksumsResult(statistic=0.41328858369927068, pvalue=0.6793951930974591)"
85,strawberry kiwi,"RanksumsResult(statistic=-0.8528773499975858, pvalue=0.39372732348711759)","RanksumsResult(statistic=-0.7101049301742014, pvalue=0.47763906924447908)","RanksumsResult(statistic=-0.80779132268493814, pvalue=0.419210721220584)","RanksumsResult(statistic=-1.0970933312744275, pvalue=0.27260059511425172)","RanksumsResult(statistic=-0.31184502224581334, pvalue=0.75515830615191559)","RanksumsResult(statistic=0.36444538744390231, pvalue=0.71552544810920626)"
86,starburst,"RanksumsResult(statistic=-0.60490419977802345, pvalue=0.54524265247860115)","RanksumsResult(statistic=-0.77397680220045229, pvalue=0.43894450964389908)","RanksumsResult(statistic=-0.64999022709067111, pvalue=0.51569853439095348)","RanksumsResult(statistic=0.27051616387588623, pvalue=0.78676318335056483)","RanksumsResult(statistic=0.43958876629831517, pvalue=0.6602349783972048)","RanksumsResult(statistic=-0.38698840110022614, pvalue=0.69876479484282084)"
87,white chocolate,"RanksumsResult(statistic=-0.52224648303816934, pvalue=0.60149872555686779)","RanksumsResult(statistic=-1.1083648381025895, pvalue=0.26770428396260471)","RanksumsResult(statistic=-0.8528773499975858, pvalue=0.39372732348711759)","RanksumsResult(statistic=1.5742537869999491, pvalue=0.11542878895863255)","RanksumsResult(statistic=1.4051811845775202, pvalue=0.15996740765780093)","RanksumsResult(statistic=-1.3525808193794313, pvalue=0.17618958346192426)"
88,raspberry r,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
89,melon mint,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=-0.086414885682574771, pvalue=0.93113661413138293)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=1.1534508654152371, pvalue=0.24872537390917693)","RanksumsResult(statistic=1.4765673944892124, pvalue=0.13979163723922652)","RanksumsResult(statistic=-1.4239670292911235, pvalue=0.15445601655591734)"
90,sweet cream cap,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
91,root beer o,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
92,pom,"RanksumsResult(statistic=-0.64623305814795051, pvalue=0.51812843338104253)","RanksumsResult(statistic=-1.0933361623317068, pvalue=0.27424623093534461)","RanksumsResult(statistic=-0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.4991104081455364, pvalue=0.1338449919171506)","RanksumsResult(statistic=1.2962232852386217, pvalue=0.1948985694992218)","RanksumsResult(statistic=-1.2436229200405327, pvalue=0.21363837658583074)"
93,cap vanilla bean ice,"RanksumsResult(statistic=1.6043111385417144, pvalue=0.10864548710877342)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.6005539695989937, pvalue=0.10947574431212324)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
94,reven,"RanksumsResult(statistic=-1.4014240156347997, pvalue=0.16108731489366357)","RanksumsResult(statistic=-1.4389957050620061, pvalue=0.1501517396298106)","RanksumsResult(statistic=-1.4239670292911235, pvalue=0.15445601655591734)","RanksumsResult(statistic=-1.3751238330357551, pvalue=0.16909305669221186)","RanksumsResult(statistic=0.13901525088066377, pvalue=0.88943809760578596)","RanksumsResult(statistic=-0.086414885682574771, pvalue=0.93113661413138293)"
95,inw biscuit,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=1.1534508654152371, pvalue=0.24872537390917693)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
96,hard candy,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.11647223722433991, pvalue=0.90727828781016617)","RanksumsResult(statistic=0.16907260242242891, pvalue=0.86573953476468157)"
97,strawberry del,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
98,blue raspberry ca,"RanksumsResult(statistic=0.84536301211214449, pvalue=0.39790818932615968)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=0.79651981585677623, pvalue=0.42572996251300443)","RanksumsResult(statistic=1.0820646555035449, pvalue=0.27922379958310029)","RanksumsResult(statistic=-1.0294642903054561, pvalue=0.30326155183502146)"
99,ry double,"RanksumsResult(statistic=-0.80027698479949683, pvalue=0.42355033463445968)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.6349615513197886, pvalue=0.52545349153763588)","RanksumsResult(statistic=-1.1459365275297959, pvalue=0.25182141590501905)","RanksumsResult(statistic=-0.95056374250832254, pvalue=0.34182588154325177)","RanksumsResult(statistic=1.0031641077064115, pvalue=0.31578168749920055)"
100,menthol liquid,"RanksumsResult(statistic=-0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=-0.10520073039617799, pvalue=0.91621653116747848)","RanksumsResult(statistic=-0.77397680220045229, pvalue=0.43894450964389908)","RanksumsResult(statistic=-0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=0.89044903942479225, pvalue=0.37322482037987104)"
101,coconut diy,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
102,freckled lemonade,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.42080292158471194, pvalue=0.67389899808155218)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=-0.11647223722433991, pvalue=0.90727828781016617)","RanksumsResult(statistic=0.16907260242242891, pvalue=0.86573953476468157)"
103,raspberry w,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
104,rice pudding,"RanksumsResult(statistic=-0.64623305814795051, pvalue=0.51812843338104253)","RanksumsResult(statistic=0.2479731502195624, pvalue=0.80415518112267348)","RanksumsResult(statistic=-0.462131779954639, pvalue=0.64398682140398344)","RanksumsResult(statistic=-0.99940693876369091, pvalue=0.31759759988331471)","RanksumsResult(statistic=-0.92802072885199871, pvalue=0.353396817169771)","RanksumsResult(statistic=0.98062109405008768, pvalue=0.32677962814848338)"
105,em sweetener,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
106,yoghurt,"RanksumsResult(statistic=-0.018785844713603211, pvalue=0.98501194611381815)","RanksumsResult(statistic=-0.567332510350817, pvalue=0.57048829326495698)","RanksumsResult(statistic=-0.32311652907397526, pvalue=0.74660699273165942)","RanksumsResult(statistic=1.2811946094677391, pvalue=0.20012531905135567)","RanksumsResult(statistic=1.2361085821550915, pvalue=0.21641820522330935)","RanksumsResult(statistic=-1.1835082169570024, pvalue=0.23660779192690939)"
107,tfa strawberry ripe,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=0.27051616387588623, pvalue=0.78676318335056483)","RanksumsResult(statistic=0.16907260242242891, pvalue=0.86573953476468157)","RanksumsResult(statistic=-0.11647223722433991, pvalue=0.90727828781016617)"
108,capella blueberry,"RanksumsResult(statistic=1.4502672118901681, pvalue=0.14698401864359506)","RanksumsResult(statistic=0.51848931409544863, pvalue=0.6041169138215583)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=1.6118254764271556, pvalue=0.10699992266660029)","RanksumsResult(statistic=-1.5592251112290665, pvalue=0.11894310941680074)"
109,smooth,"RanksumsResult(statistic=-1.5441964354581841, pvalue=0.12254075212573348)","RanksumsResult(statistic=-1.5742537869999491, pvalue=0.11542878895863255)","RanksumsResult(statistic=-1.5667394491145079, pvalue=0.11717560582373292)","RanksumsResult(statistic=-1.4765673944892124, pvalue=0.13979163723922652)","RanksumsResult(statistic=0.26675899493316563, pvalue=0.78965472776869938)","RanksumsResult(statistic=-0.21415862973507663, pvalue=0.83042335629356434)"
110,vanilla bourbon,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.04884319625536835, pvalue=0.96104425760164114)","RanksumsResult(statistic=0.55981817246537569, pvalue=0.57560346704169074)","RanksumsResult(statistic=1.0858218244462656, pvalue=0.27755782879483393)","RanksumsResult(statistic=1.4352385361192854, pvalue=0.15121913580096258)","RanksumsResult(statistic=-1.3826381709211963, pvalue=0.16677583882090863)"
111,tfa sweet cream,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=-0.18034410925059083, pvalue=0.85688242914079782)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
112,coconut rum,"RanksumsResult(statistic=1.1910225548424436, pvalue=0.23364473056922463)","RanksumsResult(statistic=0.83784867422670328, pvalue=0.4021156978671776)","RanksumsResult(statistic=1.292466116295901, pvalue=0.19619577284593692)","RanksumsResult(statistic=0.51473214515272803, pvalue=0.60674020741810386)","RanksumsResult(statistic=0.62369004449162668, pvalue=0.53283116243344486)","RanksumsResult(statistic=-0.5710896792935376, pvalue=0.56793885423288748)"
113,menthol crystal,"RanksumsResult(statistic=0.33438803590213717, pvalue=0.73808676630872405)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.75519095748684917, pvalue=0.45013441349304983)","RanksumsResult(statistic=-0.3531738806157404, pvalue=0.72395808802476447)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
114,cake yellow,"RanksumsResult(statistic=0.52600365198088994, pvalue=0.59888566957522027)","RanksumsResult(statistic=1.3037376231240629, pvalue=0.19232305687010454)","RanksumsResult(statistic=0.97310675616464637, pvalue=0.33050024654187338)","RanksumsResult(statistic=-0.18034410925059083, pvalue=0.85688242914079782)","RanksumsResult(statistic=-1.3676094951503139, pvalue=0.17143434273459179)","RanksumsResult(statistic=1.4202098603484028, pvalue=0.15554659387794492)"
115,vanilla bean i,"RanksumsResult(statistic=1.6944831931670097, pvalue=0.090173502727059429)","RanksumsResult(statistic=1.6606686726825239, pvalue=0.096780008459903269)","RanksumsResult(statistic=1.6832116863388478, pvalue=0.092334119310916354)","RanksumsResult(statistic=1.6531543347970827, pvalue=0.098299457509303176)","RanksumsResult(statistic=-1.0069212766491322, pvalue=0.31397260650235614)","RanksumsResult(statistic=1.0595216418472211, pvalue=0.28936227840938444)"
