,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
55,apple pie,"MannwhitneyuResult(statistic=67.5, pvalue=0.11131607358322004)","MannwhitneyuResult(statistic=69.5, pvalue=0.11364605183744947)","MannwhitneyuResult(statistic=73.5, pvalue=0.12020161967086052)","MannwhitneyuResult(statistic=53.5, pvalue=0.09270176859318896)","MannwhitneyuResult(statistic=203.5, pvalue=0.42231956125526843)","MannwhitneyuResult(statistic=196.5, pvalue=0.40178780854361762)"
56,cappuccino,"MannwhitneyuResult(statistic=103.5, pvalue=0.17142583776399667)","MannwhitneyuResult(statistic=135.5, pvalue=0.23906094728940219)","MannwhitneyuResult(statistic=111.0, pvalue=0.18625732442139981)","MannwhitneyuResult(statistic=70.5, pvalue=0.11577329917089918)","MannwhitneyuResult(statistic=152.0, pvalue=0.27956961139109737)","MannwhitneyuResult(statistic=145.0, pvalue=0.26210156922747441)"
57,meringue,"MannwhitneyuResult(statistic=90.0, pvalue=0.14681865692281609)","MannwhitneyuResult(statistic=64.5, pvalue=0.10654863107316631)","MannwhitneyuResult(statistic=87.0, pvalue=0.1417735307221808)","MannwhitneyuResult(statistic=85.5, pvalue=0.13928897614504371)","MannwhitneyuResult(statistic=125.5, pvalue=0.21656347326803627)","MannwhitneyuResult(statistic=132.5, pvalue=0.23236125170576472)"
58,jackfruit,"MannwhitneyuResult(statistic=205.0, pvalue=0.42683418753420188)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=130.0, pvalue=0.22664676030101422)","MannwhitneyuResult(statistic=123.0, pvalue=0.21107556864452259)"
59,e cardamom,"MannwhitneyuResult(statistic=220.0, pvalue=0.47149286319850153)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=197.0, pvalue=0.40339069479730316)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=172.0, pvalue=0.33236920305584028)","MannwhitneyuResult(statistic=165.0, pvalue=0.31343402463450065)"
60,pecan,"MannwhitneyuResult(statistic=72.5, pvalue=0.11861908742318039)","MannwhitneyuResult(statistic=57.0, pvalue=0.096511346396237652)","MannwhitneyuResult(statistic=68.5, pvalue=0.11283141887315046)","MannwhitneyuResult(statistic=103.5, pvalue=0.17154479095067215)","MannwhitneyuResult(statistic=179.5, pvalue=0.35314182240063241)","MannwhitneyuResult(statistic=186.5, pvalue=0.37293394126791357)"
61,capella ca,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=197.0, pvalue=0.4031320494212669)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=85.5, pvalue=0.13928897614504371)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
62,strawberry d,"MannwhitneyuResult(statistic=71.0, pvalue=0.11639348214304635)","MannwhitneyuResult(statistic=165.0, pvalue=0.31322863004883356)","MannwhitneyuResult(statistic=89.5, pvalue=0.14603960806832256)","MannwhitneyuResult(statistic=47.0, pvalue=0.084843759977678346)","MannwhitneyuResult(statistic=94.5, pvalue=0.15445776461615274)","MannwhitneyuResult(statistic=87.5, pvalue=0.14225126229047907)"
63,e lemonade,"MannwhitneyuResult(statistic=172.0, pvalue=0.33255512287599687)","MannwhitneyuResult(statistic=147.0, pvalue=0.26679093140353316)","MannwhitneyuResult(statistic=164.5, pvalue=0.31236487751828557)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=122.5, pvalue=0.20998792811386552)","MannwhitneyuResult(statistic=129.5, pvalue=0.22551353052120005)"
64,bubble,"MannwhitneyuResult(statistic=81.0, pvalue=0.1317986525421655)","MannwhitneyuResult(statistic=48.5, pvalue=0.085996132452337171)","MannwhitneyuResult(statistic=65.5, pvalue=0.10856725405841439)","MannwhitneyuResult(statistic=18.5, pvalue=0.056182217680118787)","MannwhitneyuResult(statistic=93.5, pvalue=0.15267280461830585)","MannwhitneyuResult(statistic=100.5, pvalue=0.16545613652338415)"
65,tfa blueberry extra,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
66,french vanilla,"MannwhitneyuResult(statistic=96.5, pvalue=0.15835468868563818)","MannwhitneyuResult(statistic=101.0, pvalue=0.16610698972180121)","MannwhitneyuResult(statistic=97.5, pvalue=0.16026550434398995)","MannwhitneyuResult(statistic=69.0, pvalue=0.11358690161874563)","MannwhitneyuResult(statistic=193.5, pvalue=0.39306731349250312)","MannwhitneyuResult(statistic=186.5, pvalue=0.37293394126791357)"
67,maraschino cherry,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
68,yellow e,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=65.5, pvalue=0.10821482958727779)","MannwhitneyuResult(statistic=72.5, pvalue=0.11834150197062293)"
69,mocha,"MannwhitneyuResult(statistic=144.0, pvalue=0.25989901706967122)","MannwhitneyuResult(statistic=147.0, pvalue=0.26679093140353316)","MannwhitneyuResult(statistic=146.5, pvalue=0.26611113296662947)","MannwhitneyuResult(statistic=133.0, pvalue=0.23388619839196789)","MannwhitneyuResult(statistic=217.5, pvalue=0.46396701226280512)","MannwhitneyuResult(statistic=224.5, pvalue=0.48496934085843635)"
70,raspberry g,"MannwhitneyuResult(statistic=227.5, pvalue=0.49399363434767657)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=185.5, pvalue=0.37027595435702604)","MannwhitneyuResult(statistic=149.0, pvalue=0.27235114120124737)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
71,cheesecake,"MannwhitneyuResult(statistic=26.5, pvalue=0.063229873880396206)","MannwhitneyuResult(statistic=55.5, pvalue=0.094590119817144325)","MannwhitneyuResult(statistic=31.5, pvalue=0.06810542699068034)","MannwhitneyuResult(statistic=13.5, pvalue=0.052051787899486578)","MannwhitneyuResult(statistic=115.5, pvalue=0.19510891221796606)","MannwhitneyuResult(statistic=108.5, pvalue=0.1808891819195802)"
72,ethyl maltol,"MannwhitneyuResult(statistic=114.5, pvalue=0.19331737616256489)","MannwhitneyuResult(statistic=68.0, pvalue=0.11148229992070047)","MannwhitneyuResult(statistic=96.5, pvalue=0.15843932527772125)","MannwhitneyuResult(statistic=24.5, pvalue=0.061475050922179059)","MannwhitneyuResult(statistic=75.0, pvalue=0.12211628227337795)","MannwhitneyuResult(statistic=82.0, pvalue=0.13313072657689717)"
73,cream,"MannwhitneyuResult(statistic=4.5, pvalue=0.045148628499828591)","MannwhitneyuResult(statistic=16.5, pvalue=0.053993964496663605)","MannwhitneyuResult(statistic=9.5, pvalue=0.048900198417160035)","MannwhitneyuResult(statistic=2.5, pvalue=0.0438139400540015)","MannwhitneyuResult(statistic=159.5, pvalue=0.29889102867649464)","MannwhitneyuResult(statistic=152.5, pvalue=0.28083864195016023)"
74,jamaican rum,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
75,strawberry ripe,"MannwhitneyuResult(statistic=93.0, pvalue=0.15207105183326952)","MannwhitneyuResult(statistic=122.5, pvalue=0.20971094712588839)","MannwhitneyuResult(statistic=98.5, pvalue=0.1621053862751457)","MannwhitneyuResult(statistic=62.0, pvalue=0.10377298922889489)","MannwhitneyuResult(statistic=150.5, pvalue=0.27577935751584326)","MannwhitneyuResult(statistic=143.5, pvalue=0.2584325467152756)"
76,after dark,"MannwhitneyuResult(statistic=200.5, pvalue=0.41359130300186753)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=216.0, pvalue=0.45953927718251186)","MannwhitneyuResult(statistic=159.0, pvalue=0.29789194487951248)","MannwhitneyuResult(statistic=190.5, pvalue=0.38440013664374184)","MannwhitneyuResult(statistic=183.5, pvalue=0.3644069159308217)"
77,waffle,"MannwhitneyuResult(statistic=13.5, pvalue=0.051966479596494669)","MannwhitneyuResult(statistic=23.5, pvalue=0.06003488879812495)","MannwhitneyuResult(statistic=16.5, pvalue=0.054474663932028683)","MannwhitneyuResult(statistic=6.5, pvalue=0.04667863631585862)","MannwhitneyuResult(statistic=156.5, pvalue=0.29108979158642712)","MannwhitneyuResult(statistic=149.5, pvalue=0.27326662142890468)"
78,graham cracker clear,"MannwhitneyuResult(statistic=205.0, pvalue=0.42683418753420188)","MannwhitneyuResult(statistic=218.5, pvalue=0.4669232380543194)","MannwhitneyuResult(statistic=217.0, pvalue=0.46252720158822697)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
79,apple candy,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=197.0, pvalue=0.4031320494212669)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=47.0, pvalue=0.084486631896534825)","MannwhitneyuResult(statistic=54.0, pvalue=0.092959082507130419)"
80,fuji apple,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=186.5, pvalue=0.37278754318731699)","MannwhitneyuResult(statistic=217.0, pvalue=0.46252720158822697)","MannwhitneyuResult(statistic=65.5, pvalue=0.10859992697135651)","MannwhitneyuResult(statistic=39.0, pvalue=0.075528669852194016)","MannwhitneyuResult(statistic=46.0, pvalue=0.083325159625767975)"
81,yellow cupcake,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
82,ccls,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=203.5, pvalue=0.42222759792905118)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=65.5, pvalue=0.10859992697135651)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
83,blueberry lemonade,"MannwhitneyuResult(statistic=56.5, pvalue=0.096395236300995613)","MannwhitneyuResult(statistic=90.0, pvalue=0.14624606202732826)","MannwhitneyuResult(statistic=64.0, pvalue=0.10647916709852767)","MannwhitneyuResult(statistic=39.5, pvalue=0.076409940585826217)","MannwhitneyuResult(statistic=125.5, pvalue=0.21656347326803627)","MannwhitneyuResult(statistic=118.5, pvalue=0.20140554889744788)"
84,cherry blossom,"MannwhitneyuResult(statistic=164.5, pvalue=0.31230430789067465)","MannwhitneyuResult(statistic=203.5, pvalue=0.42222759792905118)","MannwhitneyuResult(statistic=184.5, pvalue=0.36743746550506529)","MannwhitneyuResult(statistic=127.0, pvalue=0.22027811096802979)","MannwhitneyuResult(statistic=182.0, pvalue=0.36016815537396363)","MannwhitneyuResult(statistic=175.0, pvalue=0.34062109834693255)"
85,strawberry kiwi,"MannwhitneyuResult(statistic=116.5, pvalue=0.19747358169323265)","MannwhitneyuResult(statistic=135.5, pvalue=0.23906094728940219)","MannwhitneyuResult(statistic=122.5, pvalue=0.21034362091942893)","MannwhitneyuResult(statistic=84.0, pvalue=0.1368011185379257)","MannwhitneyuResult(statistic=188.5, pvalue=0.37865369499033247)","MannwhitneyuResult(statistic=181.5, pvalue=0.35875902104340929)"
86,starburst,"MannwhitneyuResult(statistic=149.5, pvalue=0.27350340793310429)","MannwhitneyuResult(statistic=127.0, pvalue=0.21962289955725889)","MannwhitneyuResult(statistic=143.5, pvalue=0.25875325411325406)","MannwhitneyuResult(statistic=194.0, pvalue=0.39468901130707335)","MannwhitneyuResult(statistic=171.5, pvalue=0.33100192176554333)","MannwhitneyuResult(statistic=178.5, pvalue=0.35034508693856792)"
87,white chocolate,"MannwhitneyuResult(statistic=160.5, pvalue=0.30172628733547613)","MannwhitneyuResult(statistic=82.5, pvalue=0.13365785086493515)","MannwhitneyuResult(statistic=116.5, pvalue=0.19755620837027982)","MannwhitneyuResult(statistic=20.5, pvalue=0.057905026022679669)","MannwhitneyuResult(statistic=43.0, pvalue=0.07991288282949871)","MannwhitneyuResult(statistic=50.0, pvalue=0.088044026203424774)"
88,raspberry r,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
89,melon mint,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=218.5, pvalue=0.4669232380543194)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=76.5, pvalue=0.1248168915812824)","MannwhitneyuResult(statistic=33.5, pvalue=0.069803004530687246)","MannwhitneyuResult(statistic=40.5, pvalue=0.07715081692283339)"
90,sweet cream cap,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
91,root beer o,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
92,pom,"MannwhitneyuResult(statistic=144.0, pvalue=0.25989901706967122)","MannwhitneyuResult(statistic=84.5, pvalue=0.13693947534442885)","MannwhitneyuResult(statistic=117.5, pvalue=0.19965419210783825)","MannwhitneyuResult(statistic=30.5, pvalue=0.067149601268495562)","MannwhitneyuResult(statistic=57.5, pvalue=0.09742390997686512)","MannwhitneyuResult(statistic=64.5, pvalue=0.10682131365306369)"
93,cap vanilla bean ice,"MannwhitneyuResult(statistic=16.5, pvalue=0.054412781846018402)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=17.0, pvalue=0.054891319046485476)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
94,reven,"MannwhitneyuResult(statistic=43.5, pvalue=0.08072159052428135)","MannwhitneyuResult(statistic=38.5, pvalue=0.074751324532377844)","MannwhitneyuResult(statistic=40.5, pvalue=0.077466497662613348)","MannwhitneyuResult(statistic=47.0, pvalue=0.084843759977678346)","MannwhitneyuResult(statistic=211.5, pvalue=0.44604238866814072)","MannwhitneyuResult(statistic=218.5, pvalue=0.46696257501101263)"
95,inw biscuit,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=76.5, pvalue=0.1248168915812824)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
96,hard candy,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=214.5, pvalue=0.45499303587117323)","MannwhitneyuResult(statistic=207.5, pvalue=0.43415102406832573)"
97,strawberry del,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
98,blue raspberry ca,"MannwhitneyuResult(statistic=117.5, pvalue=0.19955807839255552)","MannwhitneyuResult(statistic=197.0, pvalue=0.4031320494212669)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=86.0, pvalue=0.13972252184899764)","MannwhitneyuResult(statistic=93.0, pvalue=0.15178507410829462)"
99,ry double,"MannwhitneyuResult(statistic=123.5, pvalue=0.21244018853631097)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=145.5, pvalue=0.26364678360603777)","MannwhitneyuResult(statistic=77.5, pvalue=0.12637122926543576)","MannwhitneyuResult(statistic=103.5, pvalue=0.17114077466722905)","MannwhitneyuResult(statistic=96.5, pvalue=0.15806891135550616)"
100,menthol liquid,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023202991328935)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=216.0, pvalue=0.45953927718251186)","MannwhitneyuResult(statistic=127.0, pvalue=0.22027811096802979)","MannwhitneyuResult(statistic=118.5, pvalue=0.20140551266822032)","MannwhitneyuResult(statistic=111.5, pvalue=0.18690194404242622)"
101,coconut diy,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
102,freckled lemonade,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=223.5, pvalue=0.48199471483562684)","MannwhitneyuResult(statistic=214.5, pvalue=0.45499303587117323)","MannwhitneyuResult(statistic=207.5, pvalue=0.43415102406832573)"
103,raspberry w,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=197.0, pvalue=0.4031320494212669)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=85.5, pvalue=0.13928897614504371)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
104,rice pudding,"MannwhitneyuResult(statistic=144.0, pvalue=0.25989901706967122)","MannwhitneyuResult(statistic=197.0, pvalue=0.4031320494212669)","MannwhitneyuResult(statistic=168.5, pvalue=0.32309692067979251)","MannwhitneyuResult(statistic=97.0, pvalue=0.15938540148726843)","MannwhitneyuResult(statistic=106.5, pvalue=0.17694875682014533)","MannwhitneyuResult(statistic=99.5, pvalue=0.16358868016686684)"
105,em sweetener,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
106,yoghurt,"MannwhitneyuResult(statistic=227.5, pvalue=0.49399363434767657)","MannwhitneyuResult(statistic=154.5, pvalue=0.2857131332703966)","MannwhitneyuResult(statistic=187.0, pvalue=0.37454701906097487)","MannwhitneyuResult(statistic=59.5, pvalue=0.10042153951944843)","MannwhitneyuResult(statistic=65.5, pvalue=0.10821482958727779)","MannwhitneyuResult(statistic=72.5, pvalue=0.11834150197062293)"
107,tfa strawberry ripe,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=194.0, pvalue=0.39468901130707335)","MannwhitneyuResult(statistic=207.5, pvalue=0.43415130145530684)","MannwhitneyuResult(statistic=214.5, pvalue=0.45499322639511408)"
108,capella blueberry,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=100.5, pvalue=0.16585922598596342)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
109,smooth,"MannwhitneyuResult(statistic=24.5, pvalue=0.0613827685352401)","MannwhitneyuResult(statistic=20.5, pvalue=0.057384090287359996)","MannwhitneyuResult(statistic=21.5, pvalue=0.058755589435379264)","MannwhitneyuResult(statistic=33.5, pvalue=0.070134736742880052)","MannwhitneyuResult(statistic=194.5, pvalue=0.39596842267572485)","MannwhitneyuResult(statistic=201.5, pvalue=0.41642916783712913)"
110,vanilla bourbon,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=223.5, pvalue=0.4819433929600756)","MannwhitneyuResult(statistic=155.5, pvalue=0.28880097214767891)","MannwhitneyuResult(statistic=85.5, pvalue=0.13928897614504371)","MannwhitneyuResult(statistic=39.0, pvalue=0.075528669852194016)","MannwhitneyuResult(statistic=46.0, pvalue=0.083325159625767975)"
111,tfa sweet cream,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=206.0, pvalue=0.42982291474464407)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
112,coconut rum,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=118.5, pvalue=0.20111962720176985)","MannwhitneyuResult(statistic=58.0, pvalue=0.098404313954584266)","MannwhitneyuResult(statistic=161.5, pvalue=0.30443732860049127)","MannwhitneyuResult(statistic=147.0, pvalue=0.26702914128690691)","MannwhitneyuResult(statistic=154.0, pvalue=0.28465695446796513)"
113,menthol crystal,"MannwhitneyuResult(statistic=185.5, pvalue=0.37023083040547244)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=129.5, pvalue=0.22585600852866217)","MannwhitneyuResult(statistic=183.0, pvalue=0.36321049639293268)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
114,cake yellow,"MannwhitneyuResult(statistic=160.0, pvalue=0.30041384644432056)","MannwhitneyuResult(statistic=56.5, pvalue=0.095842720957624195)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=206.0, pvalue=0.42982291474464407)","MannwhitneyuResult(statistic=48.0, pvalue=0.085640023711185065)","MannwhitneyuResult(statistic=41.0, pvalue=0.077677771169153129)"
115,vanilla bean i,"MannwhitneyuResult(statistic=4.5, pvalue=0.045148603762365201)","MannwhitneyuResult(statistic=9.0, pvalue=0.048066385404693518)","MannwhitneyuResult(statistic=6.0, pvalue=0.046289123123359428)","MannwhitneyuResult(statistic=10.0, pvalue=0.049306786636256927)","MannwhitneyuResult(statistic=96.0, pvalue=0.15716095559757093)","MannwhitneyuResult(statistic=89.0, pvalue=0.14481036606650005)"
116,toasted almond,"MannwhitneyuResult(statistic=220.0, pvalue=0.47149286319850153)","MannwhitneyuResult(statistic=147.0, pvalue=0.26679093140353316)","MannwhitneyuResult(statistic=187.0, pvalue=0.37454701906097487)","MannwhitneyuResult(statistic=46.0, pvalue=0.083680491519097455)","MannwhitneyuResult(statistic=52.0, pvalue=0.090476836215761469)","MannwhitneyuResult(statistic=59.0, pvalue=0.09938475617171022)"
117,key lime,"MannwhitneyuResult(statistic=75.5, pvalue=0.1231600872854991)","MannwhitneyuResult(statistic=75.5, pvalue=0.12259994717133593)","MannwhitneyuResult(statistic=80.5, pvalue=0.13107989558305483)","MannwhitneyuResult(statistic=67.0, pvalue=0.11071774480887059)","MannwhitneyuResult(statistic=223.0, pvalue=0.48046333208922942)","MannwhitneyuResult(statistic=230.0, pvalue=0.49849658177418715)"
118,blackberry lemonade,"MannwhitneyuResult(statistic=71.5, pvalue=0.11712848622283595)","MannwhitneyuResult(statistic=161.0, pvalue=0.3026060623388438)","MannwhitneyuResult(statistic=100.5, pvalue=0.16582384279077195)","MannwhitneyuResult(statistic=124.0, pvalue=0.21364548649870907)","MannwhitneyuResult(statistic=65.5, pvalue=0.10821482958727779)","MannwhitneyuResult(statistic=72.5, pvalue=0.11834150197062293)"
119,ygt,"MannwhitneyuResult(statistic=37.0, pvalue=0.073640850302917435)","MannwhitneyuResult(statistic=203.5, pvalue=0.42222759792905118)","MannwhitneyuResult(statistic=174.0, pvalue=0.33809494973849452)","MannwhitneyuResult(statistic=65.5, pvalue=0.10859992697135651)","MannwhitneyuResult(statistic=15.5, pvalue=0.05337759147540428)","MannwhitneyuResult(statistic=22.5, pvalue=0.059357400633932723)"
