,Flavor Name,Positive,Negative,Total,Difference,Percent_Positive,Percent_Negative
86,starburst,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=86.5, pvalue=0.14013293113489994)","MannwhitneyuResult(statistic=86.5, pvalue=0.14013340998850798)"
173,honeysuckle,0,0,0,0,0,0
354,pink champagne,0,0,0,0,0,0
445,lkj,0,0,0,0,0,0
105,em sweetener,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=105.0, pvalue=0.17347458872484134)","MannwhitneyuResult(statistic=105.5, pvalue=0.1744408365667745)"
458,coconut cream pie,0,0,0,0,0,0
309,cap sweet strawberry,0,0,0,0,0,0
78,graham cracker clear,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=79.0, pvalue=0.12846789928411367)","MannwhitneyuResult(statistic=78.0, pvalue=0.1263790638775123)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
211,raspberry apple,0,0,0,0,0,0
158,peanut butter e,"MannwhitneyuResult(statistic=167.0, pvalue=0.31799856575474872)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=154.5, pvalue=0.28532520199968558)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=158.5, pvalue=0.2952957638582217)"
194,zzzz,0,0,0,0,0,0
310,eggnog,0,0,0,0,0,0
198,molasses,0,0,0,0,0,0
220,strawberry cupcake,0,0,0,0,0,0
170,licorice,0,0,0,0,0,0
341,banana coconut,0,0,0,0,0,0
396,fw yellow cake,0,0,0,0,0,0
52,peanut butter v,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=52.0, pvalue=0.090714311054209962)","MannwhitneyuResult(statistic=51.5, pvalue=0.089625183880048809)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
1,rootbeer,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=1.5, pvalue=0.043126104125421373)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
353,fa almond,0,0,0,0,0,0
376,la peach,0,0,0,0,0,0
275,yun,0,0,0,0,0,0
407,capella cool mint,0,0,0,0,0,0
112,coconut rum,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=112.5, pvalue=0.1883233987384797)","MannwhitneyuResult(statistic=112.5, pvalue=0.1883233987384797)"
126,american red,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=127.0, pvalue=0.21917254374140255)","MannwhitneyuResult(statistic=125.5, pvalue=0.21585256499328154)"
333,greek yogurt,0,0,0,0,0,0
383,frontier,0,0,0,0,0,0
414,wild cherry,0,0,0,0,0,0
388,zooch,0,0,0,0,0,0
219,coconut g,0,0,0,0,0,0
145,reunite,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=154.5, pvalue=0.28532520199968558)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=145.5, pvalue=0.26245554619599526)"
50,gummy candy,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=45.0, pvalue=0.08242758992945487)","MannwhitneyuResult(statistic=51.5, pvalue=0.089625183880048809)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
74,jamaican rum,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=79.0, pvalue=0.12846789928411367)","MannwhitneyuResult(statistic=75.5, pvalue=0.12251898747738743)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
389,vanillin,0,0,0,0,0,0
283,tobacco ab,0,0,0,0,0,0
403,rice krispies,0,0,0,0,0,0
325,gummi bear,0,0,0,0,0,0
251,blue raspberry slush,0,0,0,0,0,0
321,pomegrana,0,0,0,0,0,0
453,kiwi double,0,0,0,0,0,0
223,pomegranate,0,0,0,0,0,0
401,em sweete,0,0,0,0,0,0
91,root beer o,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=86.5, pvalue=0.14013293113489994)","MannwhitneyuResult(statistic=91.5, pvalue=0.14868283662748266)"
176,creamy coconut,0,0,0,0,0,0
298,almond,0,0,0,0,0,0
350,super s,0,0,0,0,0,0
57,meringue,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=57.5, pvalue=0.097646563259172203)","MannwhitneyuResult(statistic=57.5, pvalue=0.097157167664317146)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
435,titty,0,0,0,0,0,0
436,coca,0,0,0,0,0,0
381,super sweet,0,0,0,0,0,0
406,pineapple,0,0,0,0,0,0
12,pineapp,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=12.5, pvalue=0.051242599987009481)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
247,honeydew,0,0,0,0,0,0
214,bse,0,0,0,0,0,0
294,orange,0,0,0,0,0,0
44,grape,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=45.0, pvalue=0.08242758992945487)","MannwhitneyuResult(statistic=45.5, pvalue=0.082536133273659495)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
188,yogurt,0,0,0,0,0,0
368,coconut,0,0,0,0,0,0
312,tangerine,0,0,0,0,0,0
332,lemon meringue pie,0,0,0,0,0,0
238,yog,0,0,0,0,0,0
320,butterscotch,0,0,0,0,0,0
264,rhm,0,0,0,0,0,0
293,banana g,0,0,0,0,0,0
11,coconut fl,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=11.5, pvalue=0.050457827958305869)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
37,huckleberry,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=37.0, pvalue=0.073670898107514801)","MannwhitneyuResult(statistic=36.5, pvalue=0.072705922089258024)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
64,bubble,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=69.0, pvalue=0.11338130385285478)","MannwhitneyuResult(statistic=65.0, pvalue=0.10721165319120812)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
273,horchata,0,0,0,0,0,0
422,apple ca,0,0,0,0,0,0
426,blackcurrant,0,0,0,0,0,0
27,mola,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=27.0, pvalue=0.063746671374332847)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
346,peppermint,0,0,0,0,0,0
42,brandy,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=45.0, pvalue=0.08242758992945487)","MannwhitneyuResult(statistic=45.5, pvalue=0.082536133273659495)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
187,banana nut bread,0,0,0,0,0,0
22,cpa,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=22.5, pvalue=0.059634873965846616)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
123,cotton candy,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=123.5, pvalue=0.211471643700266)","MannwhitneyuResult(statistic=123.0, pvalue=0.21038458131858939)"
441,any one,0,0,0,0,0,0
216,pumpkin,0,0,0,0,0,0
451,lychee,0,0,0,0,0,0
303,absinthe,0,0,0,0,0,0
265,yg,0,0,0,0,0,0
280,fw,0,0,0,0,0,0
322,ananas,0,0,0,0,0,0
408,n nut,0,0,0,0,0,0
377,coconut milk,0,0,0,0,0,0
449,cooling agent,0,0,0,0,0,0
224,fa meringue,0,0,0,0,0,0
13,vanilla butter,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=14.0, pvalue=0.052437920716892648)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
431,menthol blend,0,0,0,0,0,0
243,cap vanilla custard,0,0,0,0,0,0
98,blue raspberry ca,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=99.0, pvalue=0.16214804611862282)","MannwhitneyuResult(statistic=98.5, pvalue=0.16122641121097231)"
30,cantaloupe,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=31.5, pvalue=0.068075702653423789)","MannwhitneyuResult(statistic=31.5, pvalue=0.067646586419529947)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
308,yellow color,0,0,0,0,0,0
235,wale,0,0,0,0,0,0
276,tfa sweetener,0,0,0,0,0,0
92,pom,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=92.5, pvalue=0.15043370480473484)","MannwhitneyuResult(statistic=92.5, pvalue=0.15043370480473484)"
371,papaya,0,0,0,0,0,0
125,lemon lime,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=125.0, pvalue=0.2147524437525779)","MannwhitneyuResult(statistic=125.5, pvalue=0.21585256499328154)"
129,d yogurt,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=130.0, pvalue=0.2258997825858961)","MannwhitneyuResult(statistic=130.0, pvalue=0.2258997825858961)"
232,peanutbutter,0,0,0,0,0,0
462,banana split,0,0,0,0,0,0
72,ethyl maltol,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=69.0, pvalue=0.11338130385285478)","MannwhitneyuResult(statistic=72.5, pvalue=0.11799712004423013)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
136,fruity,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=138.5, pvalue=0.24558044260788675)"
262,sweetener,0,0,0,0,0,0
106,yoghurt,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=105.0, pvalue=0.17347458872484134)","MannwhitneyuResult(statistic=106.5, pvalue=0.1763832672167997)"
190,tfa caramel,0,0,0,0,0,0
181,super sour,0,0,0,0,0,0
229,nectarine,0,0,0,0,0,0
301,caramel macchiato,0,0,0,0,0,0
8,raspberry v,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=8.5, pvalue=0.04816084892061414)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
141,yuko,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=138.5, pvalue=0.24558044260788675)"
182,sweet grape,0,0,0,0,0,0
363,condensed milk,0,0,0,0,0,0
367,la watermelon,0,0,0,0,0,0
118,blackberry lemonade,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=118.5, pvalue=0.20074971789973861)","MannwhitneyuResult(statistic=118.0, pvalue=0.19969570722751306)"
68,yellow e,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=69.0, pvalue=0.11338130385285478)","MannwhitneyuResult(statistic=65.0, pvalue=0.10721165319120812)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
6,d wine,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=6.5, pvalue=0.046676564399446105)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
142,malted milk,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=138.5, pvalue=0.24558044260788675)"
244,sour apple,0,0,0,0,0,0
261,mango,0,0,0,0,0,0
342,watermelon,0,0,0,0,0,0
200,strawberry candy,0,0,0,0,0,0
29,peanut butter jelly,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=29.0, pvalue=0.065643495969592486)","MannwhitneyuResult(statistic=29.5, pvalue=0.065700704850031239)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
457,maple syrup,0,0,0,0,0,0
347,caramel ca,0,0,0,0,0,0
116,toasted almond,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=116.5, pvalue=0.19655396857212204)","MannwhitneyuResult(statistic=118.0, pvalue=0.19969570722751306)"
379,pumpkin spice,0,0,0,0,0,0
236,fa caramel,0,0,0,0,0,0
54,gingerbread,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=57.5, pvalue=0.097646563259172203)","MannwhitneyuResult(statistic=54.0, pvalue=0.092708994393880639)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
79,apple candy,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=79.0, pvalue=0.12846789928411367)","MannwhitneyuResult(statistic=79.5, pvalue=0.12873537517256028)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
397,afternoon delight,0,0,0,0,0,0
19,coconut candy,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=19.5, pvalue=0.057011179511095716)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
24,zombie killer,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=25.0, pvalue=0.061892760706358844)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
25,tropical punch,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=25.0, pvalue=0.061892760706358844)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
87,white chocolate,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=86.5, pvalue=0.14013293113489994)","MannwhitneyuResult(statistic=87.5, pvalue=0.14181601147246364)"
143,white chocola,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=143.5, pvalue=0.25757431983997026)"
349,zebra stripe,0,0,0,0,0,0
286,caramel cap,0,0,0,0,0,0
110,vanilla bourbon,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=110.5, pvalue=0.18428910763388662)","MannwhitneyuResult(statistic=110.5, pvalue=0.18428910763388662)"
127,blueraspberry,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=127.0, pvalue=0.21917254374140255)","MannwhitneyuResult(statistic=127.5, pvalue=0.22028570000257985)"
336,zebra stripe gum,0,0,0,0,0,0
318,candy watermelon,0,0,0,0,0,0
80,fuji apple,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=79.0, pvalue=0.12846789928411367)","MannwhitneyuResult(statistic=80.5, pvalue=0.1303230719756735)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
89,melon mint,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=79.0, pvalue=0.1283563323568998)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=86.5, pvalue=0.14013293113489994)","MannwhitneyuResult(statistic=89.5, pvalue=0.14522211518996953)"
48,kentucky bourbon,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=45.0, pvalue=0.08242758992945487)","MannwhitneyuResult(statistic=45.5, pvalue=0.082536133273659495)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
135,papa smurf,"MannwhitneyuResult(statistic=137.5, pvalue=0.24355016640661897)","MannwhitneyuResult(statistic=144.0, pvalue=0.25868421242436912)","MannwhitneyuResult(statistic=135.5, pvalue=0.23891214920228798)","MannwhitneyuResult(statistic=153.0, pvalue=0.28159554498260825)","MannwhitneyuResult(statistic=153.0, pvalue=0.2811670593114502)","MannwhitneyuResult(statistic=138.5, pvalue=0.24558044260788675)"
23,zebra,"MannwhitneyuResult(statistic=14.5, pvalue=0.052724195078940057)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=23.5, pvalue=0.060530163218950495)","MannwhitneyuResult(statistic=14.5, pvalue=0.052457065437173982)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
31,caramel mocha,"MannwhitneyuResult(statistic=44.0, pvalue=0.081151121399878512)","MannwhitneyuResult(statistic=41.5, pvalue=0.077929843018212513)","MannwhitneyuResult(statistic=33.0, pvalue=0.069465011443945915)","MannwhitneyuResult(statistic=31.5, pvalue=0.068075702653423789)","MannwhitneyuResult(statistic=31.5, pvalue=0.067646586419529947)","MannwhitneyuResult(statistic=41.5, pvalue=0.078028284874982187)"
95,inw biscuit,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=97.0, pvalue=0.15901032376725671)","MannwhitneyuResult(statistic=95.5, pvalue=0.15576842757828052)","MannwhitneyuResult(statistic=95.5, pvalue=0.15576842757828052)"
119,ygt,"MannwhitneyuResult(statistic=91.0, pvalue=0.14816801701822857)","MannwhitneyuResult(statistic=102.5, pvalue=0.16857475439830805)","MannwhitneyuResult(statistic=109.5, pvalue=0.18270432593861541)","MannwhitneyuResult(statistic=121.0, pvalue=0.20658019602795691)","MannwhitneyuResult(statistic=119.5, pvalue=0.20286759990714931)","MannwhitneyuResult(statistic=118.0, pvalue=0.19969570722751306)"
267,yougurt,0,0,0,0,0,0
338,cap super sweet,0,0,0,0,0,0
169,yumberry,0,0,0,0,0,0
